BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;nr_OrgEntity
'BU19420103';'WK194201';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';191;8;0;8836.86624;0;0;0;2167.08196;8836.86624;0;0;512950.036;10536
'BU19420104';'WK194201';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';431;24;15198.2192;0;0;0;0;4899.81937;15198.2192;0;0;1491898.95;10537
'BU19420200';'WK194202';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';1;15;32.4565637;0;0;0;0;10.288;32.4565637;0;0;286302.821;10538
'BU19420201';'WK194202';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';444;16;16936.241;0;0;0;0;5524.02961;16936.241;0;0;1129894.28;10539
'BU19420202';'WK194202';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';410;12;12514.046;0;0;0;0;4663.51142;12514.046;0;0;726875.819;10540
'BU19420203';'WK194202';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';260;24;10404.8841;0;0;0;0;3289.59519;10404.8841;0;0;697851.833;10541
'BU19420204';'WK194202';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';531;28;17982.1473;0;0;0;0;6225.22028;17982.1473;0;0;1244717.66;10542
'BU19420205';'WK194202';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';920;252;26622.044;0;0;0;0;9890.05694;26622.044;0;0;1611342.67;10543
'BU19420206';'WK194202';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';1275;437;34888.6985;0;0;0;0;13386.8784;34888.6985;0;0;2348233.94;10544
'BU19420207';'WK194202';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';801;83;22124.7758;0;0;0;0;8936.97882;22124.7758;0;0;1296439.44;10545
'BU19420208';'WK194202';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';700;38;20451.2407;0;0;0;0;8036.78167;20451.2407;0;0;1137461.12;10546
'BU19420209';'WK194202';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';1070;261;26421.2725;0;0;0;0;10782.485;26421.2725;0;0;1740534.81;10547
