BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;nr_OrgEntity
'BU16960300';'WK169603';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';1090;475;41158.993;0;1391.43438;0;0;12040.8967;42550.4274;0;0;3587838.3;10106
'BU16960400';'WK169604';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';2706;419;82368.4789;0;6081.93202;0;0;30780.1304;88450.411;0;0;6856717.36;10107
'BU16960401';'WK169604';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';65;4;3299.4401;0;0;0;0;780.94604;3299.4401;0;0;206024.933;10108
'BU16960402';'WK169604';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';137;526;6500.14267;0;0;0;0;1573.82826;6500.14267;0;0;889657.72;10109
'BU16960500';'WK169605';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';138;7;6122.3471;0;0;0;0;1587.17313;6122.3471;0;0;370721.16;10110
'BU16960601';'WK169606';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';545;185;18555.6956;0;0;0;0;6474.84997;18555.6956;0;0;1470442.03;10111
'BU16960602';'WK169606';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';570;34;17846.7774;0;0;0;0;6395.44584;17846.7774;0;0;1068051.83;10112
'BU16960603';'WK169606';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';287;41;13579.3776;0;0;0;0;3438.72413;13579.3776;0;0;1343993.52;10113
'BU16960604';'WK169606';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';831;94;27146.5456;0;0;0;0;9482.32278;27146.5456;0;0;1750836.96;10114
'BU19420000';'WK194200';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';936;388;23686.04;0;1385.46893;0;0;9347.22163;25071.5089;0;0;2845252.31;10524
